run,task,partition,threshold,n,tp,fp,tn,fn,accuracy,balanced_accuracy,sensitivity,specificity,positive_precision,positive_f1,n_predicted_positive,is_primary_selected,is_secondary_selected
full_multimodal,pr,val,0.59,158,102,15,35,6,0.8670886075949367,0.8222222222222222,0.9444444444444444,0.7,0.8717948717948718,0.9066666666666667,117,False,False
full_multimodal,pr,val,0.6,158,102,15,35,6,0.8670886075949367,0.8222222222222222,0.9444444444444444,0.7,0.8717948717948718,0.9066666666666667,117,False,False
full_multimodal,pr,val,0.61,158,101,13,37,7,0.8734177215189873,0.8375925925925927,0.9351851851851852,0.74,0.8859649122807017,0.9099099099099098,114,False,True
full_multimodal,pr,val,0.62,158,101,13,37,7,0.8734177215189873,0.8375925925925927,0.9351851851851852,0.74,0.8859649122807017,0.9099099099099098,114,False,False
full_multimodal,pr,val,0.63,158,98,11,39,10,0.8670886075949367,0.8437037037037037,0.9074074074074074,0.78,0.8990825688073395,0.903225806451613,109,True,False
full_multimodal,pr,val,0.64,158,94,10,40,14,0.8481012658227848,0.8351851851851853,0.8703703703703703,0.8,0.9038461538461539,0.8867924528301887,104,False,False
full_multimodal,pr,val,0.65,158,89,9,41,19,0.8227848101265823,0.822037037037037,0.8240740740740741,0.82,0.9081632653061225,0.8640776699029127,98,False,False
full_multimodal,pr,val,0.66,158,83,8,42,25,0.7911392405063291,0.8042592592592592,0.7685185185185185,0.84,0.9120879120879121,0.8341708542713567,91,False,False
full_multimodal,pr,val,0.67,158,74,8,42,34,0.7341772151898734,0.7625925925925926,0.6851851851851852,0.84,0.9024390243902439,0.7789473684210526,82,False,False
full_multimodal,pr,val,0.68,158,68,7,43,40,0.7025316455696202,0.7448148148148148,0.6296296296296297,0.86,0.9066666666666666,0.7431693989071038,75,False,False
full_multimodal,pr,val,0.69,158,59,7,43,49,0.6455696202531646,0.7031481481481481,0.5462962962962963,0.86,0.8939393939393939,0.6781609195402298,66,False,False
